pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0498,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0499,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0500,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0501,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0502,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0503,Login & Auth Issue,"@SpotifyCares Can't sign in on Android 14, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Android 14, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0504,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0505,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0506,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0507,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0508,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0509,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0510,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0511,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0512,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0513,Login & Auth Issue,"@SpotifyCares Can't sign in on Apple Watch, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Apple Watch, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0514,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0515,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0516,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0517,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0518,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0519,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0520,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0521,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0522,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0523,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
